question_id,question_accuracy,mean_response_length,max_chunk,total_rows,has_chunk_2,has_chunk_3
1265,0.8421052631578947,530.3157894736842,4,38,True,True
1266,0.6551724137931034,874.9655172413793,4,58,True,True
1267,0.625,1026.0,4,80,True,True
1268,0.358974358974359,1024.5641025641025,4,78,True,True
1269,0.32432432432432434,966.8918918918919,4,74,True,True
127,0.9230769230769231,455.7692307692308,3,26,True,True
1270,0.625,1026.0,4,80,True,True
1273,0.7619047619047619,787.5238095238095,4,42,True,True
1274,0.75,758.45,4,40,True,True
1275,0.25,1026.0,4,80,True,True
1276,0.7142857142857143,971.1428571428571,4,70,True,True
1277,0.2631578947368421,986.0526315789474,4,76,True,True
1279,0.5714285714285714,958.1714285714286,4,70,True,True
128,0.18181818181818182,791.7727272727273,4,44,True,True
1280,0.16666666666666666,869.4666666666667,4,60,True,True
1281,0.75,322.0,1,32,False,False
1282,0.7222222222222222,508.44444444444446,4,36,True,True
1284,0.5714285714285714,955.8,4,70,True,True
1294,0.125,1026.0,4,80,True,True
1295,0.25,1026.0,4,80,True,True
1296,0.4444444444444444,794.9629629629629,4,54,True,True
1297,0.8,770.4,4,50,True,True
1298,0.358974358974359,1024.5641025641025,4,78,True,True
1299,0.32432432432432434,975.2432432432432,4,74,True,True
13,0.6666666666666666,902.8333333333334,4,60,True,True
130,0.25925925925925924,841.4074074074074,4,54,True,True
1301,0.4594594594594595,996.2702702702703,4,74,True,True
1302,0.696969696969697,903.1212121212121,4,66,True,True
1303,0.125,1026.625,4,80,True,True
1304,0.32432432432432434,986.8648648648649,4,74,True,True
1305,0.14285714285714285,963.8857142857142,4,70,True,True
1312,0.6153846153846154,791.2307692307693,4,52,True,True
1313,0.8387096774193549,893.5806451612904,4,62,True,True
1314,0.7368421052631579,535.6842105263158,4,38,True,True
1319,0.6875,626.125,4,32,True,True
1321,0.6,337.93333333333334,1,30,False,False
1322,0.6923076923076923,306.2307692307692,1,26,False,False
1324,0.10526315789473684,542.421052631579,4,38,True,True
1325,0.8461538461538461,273.3076923076923,1,26,False,False
1329,0.125,1026.0,4,80,True,True
1330,0.625,1026.0,4,80,True,True
1334,0.875,124.625,0,16,False,False
1336,0.7916666666666666,661.5416666666666,4,48,True,True
1337,0.782608695652174,635.2608695652174,4,46,True,True
1338,0.47368421052631576,1003.578947368421,4,76,True,True
134,0.6551724137931034,846.9310344827586,4,58,True,True
1341,0.4827586206896552,813.6551724137931,4,58,True,True
1342,0.375,912.15625,4,64,True,True
1343,0.32432432432432434,980.0,4,74,True,True
1344,0.34210526315789475,1002.3947368421053,4,76,True,True
1345,0.6896551724137931,837.9310344827586,4,58,True,True
1346,0.125,1026.0,4,80,True,True
1347,0.05405405405405406,986.4324324324324,4,74,True,True
135,0.3888888888888889,717.0,4,36,True,True
1351,0.3548387096774194,868.0967741935484,4,62,True,True
1352,0.375,842.0833333333334,4,48,True,True
1354,0.375,821.4583333333334,4,48,True,True
1355,0.7058823529411765,579.7058823529412,4,34,True,True
136,0.23076923076923078,1020.7692307692307,4,78,True,True
1363,0.125,1026.0,4,80,True,True
137,0.25,1025.875,4,80,True,True
1370,0.7333333333333333,290.26666666666665,1,30,False,False
1373,0.3055555555555556,947.8888888888889,4,72,True,True
1376,0.7727272727272727,736.8636363636364,4,44,True,True
1377,0.5161290322580645,873.8387096774194,4,62,True,True
1378,0.3333333333333333,851.7666666666667,4,60,True,True
138,0.48717948717948717,1021.5897435897435,4,78,True,True
1382,0.3870967741935484,908.5806451612904,4,62,True,True
1383,0.2222222222222222,863.0370370370371,4,54,True,True
1384,0.25925925925925924,925.1111111111111,4,54,True,True
1386,0.26666666666666666,646.4666666666667,4,30,True,True
1387,0.37037037037037035,876.7407407407408,4,54,True,True
1388,0.27586206896551724,861.8620689655172,4,58,True,True
1389,0.5238095238095238,714.2857142857143,4,42,True,True
139,0.125,1026.0,4,80,True,True
1390,0.4666666666666667,562.0666666666667,4,30,True,True
1391,0.125,1025.875,4,80,True,True
1392,0.11764705882352941,953.2941176470588,4,68,True,True
1393,0.1891891891891892,995.1891891891892,4,74,True,True
1394,0.4642857142857143,828.1428571428571,4,56,True,True
1396,0.8076923076923077,762.5769230769231,4,52,True,True
1398,0.7058823529411765,535.8235294117648,4,34,True,True
1399,0.5454545454545454,623.9090909090909,4,44,True,True
14,0.1891891891891892,988.0540540540541,4,74,True,True
140,0.25,1026.0,4,80,True,True
1400,0.6875,903.625,4,64,True,True
1406,0.375,890.625,4,64,True,True
1407,0.5454545454545454,930.1212121212121,4,66,True,True
1408,0.8076923076923077,739.6538461538462,4,52,True,True
1412,0.6774193548387096,829.6129032258065,4,62,True,True
1413,0.6774193548387096,860.5483870967741,4,62,True,True
1414,0.16,822.88,4,50,True,True
1415,0.05405405405405406,984.7027027027027,4,74,True,True
1416,0.3548387096774194,906.0322580645161,4,62,True,True
1417,0.1891891891891892,986.7027027027027,4,74,True,True
1418,0.23076923076923078,859.8076923076923,4,52,True,True
1419,0.2857142857142857,801.5714285714286,4,42,True,True
1420,0.4827586206896552,887.5862068965517,4,58,True,True
1421,0.25,1026.0,4,80,True,True
1427,0.6551724137931034,854.3103448275862,4,58,True,True
1428,0.4230769230769231,809.2692307692307,4,52,True,True
1429,0.125,1026.0,4,80,True,True
143,0.8571428571428571,958.3428571428572,4,70,True,True
1430,0.125,1026.0,4,80,True,True
1432,0.42857142857142855,961.3714285714286,4,70,True,True
1433,0.8387096774193549,880.9677419354839,4,62,True,True
1434,0.696969696969697,924.6363636363636,4,66,True,True
1437,0.1282051282051282,1016.7692307692307,4,78,True,True
1439,0.2631578947368421,995.6052631578947,4,76,True,True
1440,0.1388888888888889,968.0,4,72,True,True
1446,0.5,576.625,4,32,True,True
1447,0.8947368421052632,567.578947368421,3,38,True,True
1450,0.8125,411.875,2,32,True,False
1451,0.125,1025.875,4,80,True,True
1452,0.25,1026.0,4,80,True,True
1453,0.125,1026.0,4,80,True,True
1454,0.25,1026.0,4,80,True,True
1455,0.75,1026.0,4,80,True,True
1457,0.5555555555555556,977.0833333333334,4,72,True,True
1458,0.75,823.6,4,40,True,True
1459,0.125,212.25,0,16,False,False
1460,0.5833333333333334,313.75,2,24,True,False
1461,0.125,1026.0,4,80,True,True
1464,0.1388888888888889,1001.0,4,72,True,True
1466,0.125,1025.875,4,80,True,True
1468,0.13157894736842105,1001.2894736842105,4,76,True,True
1472,0.4827586206896552,811.2068965517242,4,58,True,True
1474,0.5,863.8,4,60,True,True
1475,0.6296296296296297,788.925925925926,4,54,True,True
1478,0.5454545454545454,723.8636363636364,4,44,True,True
1481,0.11764705882352941,963.2941176470588,4,68,True,True
1482,0.16,745.44,4,50,True,True
1483,0.21212121212121213,952.4848484848485,4,66,True,True
1484,0.26666666666666666,853.9666666666667,4,60,True,True
1485,0.7,278.5,1,20,False,False
1488,0.125,1026.0,4,80,True,True
149,0.5833333333333334,887.9583333333334,4,48,True,True
1490,0.027777777777777776,1004.3888888888889,4,72,True,True
1496,0.125,1026.0,4,80,True,True
1497,0.47368421052631576,985.8947368421053,4,76,True,True
1498,0.1891891891891892,996.972972972973,4,74,True,True
1499,0.21052631578947367,986.4473684210526,4,76,True,True
15,0.21052631578947367,992.6052631578947,4,76,True,True
1500,0.7916666666666666,846.2916666666666,4,48,True,True
1504,0.875,347.375,1,32,False,False
1505,0.3333333333333333,743.75,4,48,True,True
1507,0.8387096774193549,821.6774193548387,4,62,True,True
1509,0.25,1026.0,4,80,True,True
1511,0.7727272727272727,616.3636363636364,4,44,True,True
1512,0.4827586206896552,850.6896551724138,4,58,True,True
1513,0.7297297297297297,993.4054054054054,4,74,True,True
1514,0.5714285714285714,950.2285714285714,4,70,True,True
1515,0.7727272727272727,622.0454545454545,4,44,True,True
1516,0.25,1026.0,4,80,True,True
1517,0.23076923076923078,1013.8717948717949,4,78,True,True
1519,0.4117647058823529,941.1176470588235,4,68,True,True
1520,0.5454545454545454,914.969696969697,4,66,True,True
1521,0.875,354.625,1,32,False,False
1522,0.8888888888888888,470.77777777777777,2,36,True,False
1523,0.5652173913043478,720.4782608695652,4,46,True,True
1524,0.125,1026.0,4,80,True,True
1525,0.375,1026.0,4,80,True,True
153,0.16666666666666666,897.9,4,60,True,True
1540,0.6296296296296297,755.8148148148148,4,54,True,True
1543,0.358974358974359,1000.8717948717949,4,78,True,True
1546,0.8823529411764706,428.4117647058824,2,34,True,False
1548,0.4444444444444444,827.3333333333334,4,54,True,True
1549,0.375,1026.0,4,80,True,True
1550,0.21052631578947367,988.421052631579,4,76,True,True
1556,0.125,1026.0,4,80,True,True
1557,0.125,1026.0,4,80,True,True
1558,0.625,1025.875,4,80,True,True
1559,0.125,1026.0,4,80,True,True
156,0.32432432432432434,959.7297297297297,4,74,True,True
1560,0.6875,926.28125,4,64,True,True
1563,0.125,137.625,0,16,False,False
1564,0.25,145.875,0,16,False,False
1565,0.9166666666666666,275.4166666666667,1,24,False,False
1566,0.3548387096774194,869.9677419354839,4,62,True,True
1567,0.6153846153846154,784.6923076923077,4,52,True,True
1568,0.3548387096774194,891.6774193548387,4,62,True,True
1569,0.4230769230769231,767.4230769230769,4,52,True,True
157,0.23076923076923078,1000.3589743589744,4,78,True,True
1571,0.5,1026.0,4,80,True,True
1572,0.375,1025.875,4,80,True,True
1573,0.25,1026.0,4,80,True,True
1574,0.25,1026.0,4,80,True,True
1575,0.5,1026.0,4,80,True,True
1576,0.8,767.44,4,50,True,True
1577,0.2702702702702703,989.8378378378378,4,74,True,True
1578,0.5,1026.0,4,80,True,True
1579,0.6052631578947368,989.0526315789474,4,76,True,True
158,0.2647058823529412,950.8823529411765,4,68,True,True
1580,0.125,1026.0,4,80,True,True
1581,0.3055555555555556,959.75,4,72,True,True
1583,0.125,1026.0,4,80,True,True
1590,0.6875,543.125,4,32,True,True
1593,0.75,393.0,1,32,False,False
1595,0.3055555555555556,978.1666666666666,4,72,True,True
16,0.2857142857142857,824.9285714285714,4,56,True,True
160,0.125,1026.0,4,80,True,True
1602,0.6666666666666666,850.2,4,60,True,True
1606,0.4444444444444444,795.5555555555555,4,54,True,True
1609,0.11764705882352941,948.7058823529412,4,68,True,True
161,0.8571428571428571,967.9142857142857,4,70,True,True
1610,0.42857142857142855,882.1428571428571,4,56,True,True
1611,0.8,704.36,4,50,True,True
1613,0.3548387096774194,903.0322580645161,4,62,True,True
1614,0.4594594594594595,960.2162162162163,4,74,True,True
1615,0.35714285714285715,785.5,4,56,True,True
1621,0.7222222222222222,531.2222222222222,4,36,True,True
163,0.8611111111111112,968.3333333333334,4,72,True,True
164,0.8387096774193549,894.6774193548387,4,62,True,True
165,0.9354838709677419,884.3548387096774,4,62,True,True
166,0.52,873.72,4,50,True,True
167,0.36363636363636365,705.5,4,44,True,True
168,0.11428571428571428,980.5714285714286,4,70,True,True
169,0.47058823529411764,492.94117647058823,4,34,True,True
17,0.25925925925925924,867.7037037037037,4,54,True,True
170,0.1,250.4,1,20,False,False
171,0.34210526315789475,998.5263157894736,4,76,True,True
172,0.5128205128205128,1023.1282051282051,4,78,True,True
173,0.5,1026.0,4,80,True,True
174,0.6410256410256411,1004.2564102564103,4,78,True,True
176,0.358974358974359,1004.2564102564103,4,78,True,True
177,0.7407407407407407,855.5185185185185,4,54,True,True
178,0.16666666666666666,913.6333333333333,4,60,True,True
18,0.3103448275862069,835.0689655172414,4,58,True,True
181,0.21875,919.25,4,64,True,True
182,0.3333333333333333,777.6296296296297,4,54,True,True
183,0.3448275862068966,922.5862068965517,4,58,True,True
184,0.21052631578947367,998.0526315789474,4,76,True,True
185,0.1891891891891892,995.9459459459459,4,74,True,True
188,0.7435897435897436,1024.1538461538462,4,78,True,True
19,0.3548387096774194,901.741935483871,4,62,True,True
191,0.125,1026.0,4,80,True,True
196,0.7894736842105263,610.578947368421,4,38,True,True
199,0.7272727272727273,296.54545454545456,1,22,False,False
2,0.4074074074074074,789.6296296296297,4,54,True,True
20,0.3448275862068966,799.6896551724138,4,58,True,True
200,0.4,450.1333333333333,3,30,True,True
201,0.8333333333333334,853.3666666666667,4,60,True,True
202,0.8275862068965517,835.2758620689655,4,58,True,True
203,0.4594594594594595,994.5945945945946,4,74,True,True
211,0.5833333333333334,967.0,4,72,True,True
212,0.3055555555555556,974.75,4,72,True,True
215,0.125,1026.0,4,80,True,True
216,0.7435897435897436,1007.3333333333334,4,78,True,True
217,0.4594594594594595,987.4864864864865,4,74,True,True
218,0.125,1026.0,4,80,True,True
219,0.1891891891891892,991.1891891891892,4,74,True,True
220,0.16666666666666666,977.3333333333334,4,72,True,True
224,0.2857142857142857,932.8928571428571,4,56,True,True
2242,0.7619047619047619,733.6666666666666,4,42,True,True
2243,0.782608695652174,747.0869565217391,4,46,True,True
226,0.3,567.1,4,40,True,True
227,0.25,400.625,2,32,True,False
228,0.2857142857142857,614.6666666666666,4,42,True,True
229,0.6923076923076923,359.84615384615387,2,26,True,False
23,0.125,199.125,0,16,False,False
230,0.7692307692307693,442.15384615384613,3,26,True,True
231,0.125,1026.0,4,80,True,True
232,0.2857142857142857,960.6571428571428,4,70,True,True
233,0.05405405405405406,997.7837837837837,4,74,True,True
2330,0.6666666666666666,471.9166666666667,3,24,True,True
234,0.5333333333333333,855.8666666666667,4,60,True,True
235,0.53125,896.375,4,64,True,True
2377,0.3,229.2,1,20,False,False
2380,0.2857142857142857,339.35714285714283,1,28,False,False
2386,0.75,538.25,4,40,True,True
2396,0.6956521739130435,620.4347826086956,4,46,True,True
2397,0.47619047619047616,638.4761904761905,4,42,True,True
2398,0.7222222222222222,562.1111111111111,4,36,True,True
2399,0.6470588235294118,548.0,4,34,True,True
24,0.125,172.875,0,16,False,False
243,0.375,1026.0,4,80,True,True
244,0.125,1026.0,4,80,True,True
245,0.5,1026.0,4,80,True,True
2458,0.6428571428571429,545.5,4,28,True,True
246,0.4444444444444444,957.0,4,72,True,True
247,0.3055555555555556,983.0555555555555,4,72,True,True
248,0.47368421052631576,986.421052631579,4,76,True,True
249,0.4444444444444444,974.4166666666666,4,72,True,True
2490,0.5,181.25,0,16,False,False
250,0.696969696969697,929.4545454545455,4,66,True,True
251,0.7222222222222222,984.6666666666666,4,72,True,True
252,0.7368421052631579,985.6578947368421,4,76,True,True
253,0.625,1026.0,4,80,True,True
2532,0.43333333333333335,893.8,4,60,True,True
2533,0.4444444444444444,791.8148148148148,4,54,True,True
2534,0.34615384615384615,795.5384615384615,4,52,True,True
2535,0.375,719.625,4,48,True,True
254,0.8717948717948718,1015.9487179487179,4,78,True,True
255,0.9130434782608695,720.5652173913044,4,46,True,True
256,0.4444444444444444,945.8888888888889,4,72,True,True
257,0.10256410256410256,1011.7435897435897,4,78,True,True
258,0.125,1026.0,4,80,True,True
26,0.7727272727272727,674.0454545454545,4,44,True,True
260,0.16666666666666666,957.5833333333334,4,72,True,True
262,0.7777777777777778,227.0,1,18,False,False
263,0.625,729.4166666666666,4,48,True,True
2632,0.3548387096774194,886.1290322580645,4,62,True,True
2633,0.6129032258064516,882.0645161290323,4,62,True,True
2634,0.53125,911.5,4,64,True,True
2635,0.6666666666666666,305.0,1,24,False,False
264,0.8421052631578947,695.7894736842105,4,38,True,True
265,0.8333333333333334,300.6666666666667,1,24,False,False
266,0.21052631578947367,986.2105263157895,4,76,True,True
267,0.4117647058823529,946.1176470588235,4,68,True,True
269,0.11764705882352941,951.8823529411765,4,68,True,True
270,0.8148148148148148,773.1851851851852,4,54,True,True
271,0.2647058823529412,915.0882352941177,4,68,True,True
2717,0.7619047619047619,656.1904761904761,4,42,True,True
2718,0.5,750.3461538461538,4,52,True,True
2719,0.6470588235294118,474.4117647058824,2,34,True,False
272,0.3939393939393939,965.5454545454545,4,66,True,True
2720,0.14285714285714285,310.92857142857144,1,28,False,False
2721,0.125,1026.0,4,80,True,True
2722,0.75,1026.0,4,80,True,True
2723,0.4594594594594595,998.0,4,74,True,True
2724,0.2857142857142857,958.9142857142857,4,70,True,True
2725,0.5945945945945946,968.8918918918919,4,74,True,True
2727,0.8823529411764706,381.94117647058823,2,34,True,False
2729,0.631578947368421,581.6842105263158,4,38,True,True
273,0.5,1026.0,4,80,True,True
2730,0.125,400.375,1,32,False,False
2736,0.75,606.85,4,40,True,True
274,0.5,1025.875,4,80,True,True
2740,0.25,391.25,1,32,False,False
275,0.125,1026.0,4,80,True,True
2752,0.125,1026.0,4,80,True,True
2753,0.1891891891891892,994.0,4,74,True,True
2754,0.125,1026.0,4,80,True,True
2755,0.21052631578947367,1000.0,4,76,True,True
2761,0.375,893.34375,4,64,True,True
2762,0.10256410256410256,1004.6666666666666,4,78,True,True
2763,0.5161290322580645,865.258064516129,4,62,True,True
2764,0.125,1026.0,4,80,True,True
2765,0.1388888888888889,984.1666666666666,4,72,True,True
2766,0.7333333333333333,847.8,4,60,True,True
2767,0.4444444444444444,964.3888888888889,4,72,True,True
2768,0.5714285714285714,950.3428571428572,4,70,True,True
2769,0.21621621621621623,966.0,4,74,True,True
277,0.8571428571428571,933.1428571428571,4,70,True,True
2770,0.8709677419354839,806.8709677419355,3,62,True,True
278,0.25,1026.0,4,80,True,True
2786,0.8461538461538461,280.0,1,26,False,False
279,0.75,1026.0,4,80,True,True
2790,0.5,514.9285714285714,4,28,True,True
2792,0.4,746.24,4,50,True,True
2793,0.3548387096774194,884.1290322580645,4,62,True,True
2794,0.3939393939393939,899.6666666666666,4,66,True,True
2795,0.625,1026.0,4,80,True,True
2796,0.7777777777777778,460.77777777777777,3,36,True,True
2797,0.875,314.25,1,32,False,False
2799,0.875,340.5,1,32,False,False
280,0.39473684210526316,988.1842105263158,4,76,True,True
2800,0.4666666666666667,370.3333333333333,1,30,False,False
2801,0.8387096774193549,885.6451612903226,4,62,True,True
281,0.2857142857142857,790.0952380952381,4,42,True,True
2812,0.375,206.625,0,16,False,False
2813,0.25,213.0,0,16,False,False
2814,0.25,210.5,0,16,False,False
2817,0.5,517.5,4,36,True,True
2818,0.8666666666666667,334.4,1,30,False,False
2819,0.5,340.625,1,32,False,False
282,0.4117647058823529,960.1470588235294,4,68,True,True
2824,0.06666666666666667,541.1333333333333,4,30,True,True
2826,0.7916666666666666,632.4583333333334,4,48,True,True
2827,0.625,215.0,0,16,False,False
2828,0.375,202.875,0,16,False,False
2829,0.625,211.75,0,16,False,False
283,0.8275862068965517,924.0344827586207,4,58,True,True
2830,0.875,220.75,0,16,False,False
284,0.4444444444444444,839.5185185185185,4,54,True,True
285,0.5833333333333334,538.5,4,24,True,True
2857,0.625,425.6875,3,32,True,True
2858,0.8333333333333334,260.3333333333333,1,24,False,False
2859,0.8571428571428571,294.0,1,28,False,False
286,0.782608695652174,652.8260869565217,4,46,True,True
2860,0.4,246.0,1,20,False,False
287,0.4444444444444444,827.4444444444445,4,54,True,True
2872,0.7692307692307693,281.53846153846155,1,26,False,False
2873,0.875,339.125,1,32,False,False
2874,0.55,573.4,4,40,True,True
2875,0.21428571428571427,286.85714285714283,1,28,False,False
2877,0.6428571428571429,796.0714285714286,4,56,True,True
2879,0.6428571428571429,820.9285714285714,4,56,True,True
2880,0.48717948717948717,1003.1282051282051,4,78,True,True
2881,0.8214285714285714,778.8571428571429,4,56,True,True
2882,0.8148148148148148,740.5555555555555,4,54,True,True
2883,0.6666666666666666,870.1333333333333,4,60,True,True
2884,0.5588235294117647,917.3823529411765,4,68,True,True
2885,0.6052631578947368,986.6052631578947,4,76,True,True
289,0.7222222222222222,556.0,4,36,True,True
2891,0.5714285714285714,610.2857142857143,4,42,True,True
2892,0.23529411764705882,451.1764705882353,2,34,True,False
2893,0.7272727272727273,704.4545454545455,4,44,True,True
2894,0.5,796.6153846153846,4,52,True,True
2895,0.375,402.0,1,32,False,False
29,0.4444444444444444,824.8148148148148,4,54,True,True
290,0.9333333333333333,350.46666666666664,1,30,False,False
2906,0.8571428571428571,326.7857142857143,1,28,False,False
